Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81856-103146,QB,Zach,Zach Calzada,Calzada,12.600000554865057,11,4500,AUB@MISS,AUB,MISS,O,Shoulder,,,,QB/Super FLEX
81856-137990,TE,Tip,Tip Reiman,Reiman,4.233333269755046,3,4500,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-170769,WR,Camden,Camden Brown,Brown,5.050000190734863,2,4500,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-89888,WR,Aaron,Aaron Moore,Moore,1.399999976158142,1,4500,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-158511,TE,Max,Max Bredeson,Bredeson,3.133333206176758,3,4500,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-138029,RB,Isaiah,Isaiah Gash,Gash,3.424999952316284,4,4500,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-154469,RB,Matt,Matt Jones,Jones,6.300000190734863,1,4500,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-119716,WR,LV,LV Bunkley-Shelton,Bunkley-Shelton,0.5,4,4500,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-174029,WR,Ahmarian,Ahmarian Granger,Granger,1.0333333015441895,3,4500,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-155631,WR,Liam,Liam Clifford,Clifford,2.299999952316284,2,4500,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-103506,TE,Nick,Nick Kallerup,Kallerup,4.599999904632568,2,4400,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-137525,WR,Malick,Malick Meiga,Meiga,2.200000047683716,1,4400,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-152008,TE,Tyler,Tyler Moore,Moore,3.799999952316284,1,4400,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-174594,RB,Tawee,Tawee Walker,Walker,1.774999976158142,4,4400,KU@OU,OU,KU,,,,,,RB/Super FLEX
81856-140861,QB,Mason,Mason Stahl,Stahl,2.200000047683716,1,4400,PSU@MICH,PSU,MICH,,,,,,QB/Super FLEX
81856-92740,TE,Michael,Michael Marchese,Marchese,5.100000063578288,3,4400,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-86598,WR,Kevin,Kevin Terry,Terry,2.4000000953674316,2,4400,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-94909,TE,Daniel,Daniel Parker Jr.,Parker Jr.,1.6000000635782878,3,4400,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-155406,WR,Christian,Christian Moss,Moss,2.5999999046325684,1,4400,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-170783,WR,Omari,Omari Kelly,Kelly,2.3499999046325684,2,4400,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-174027,WR,Peter,Peter Kikwata,Kikwata,2.799999952316284,1,4400,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-152589,QB,Christian,Christian Veilleux,Veilleux,0.5400000214576721,2,4300,PSU@MICH,PSU,MICH,,,,,,QB/Super FLEX
81856-152673,QB,Athan,Athan Kaliakmanis,Kaliakmanis,0.5,2,4300,MINN@ILL,MINN,ILL,,,,,,QB/Super FLEX
81856-110721,WR,Dayton,Dayton Wade,Wade,0.5800000190734863,5,4300,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-137530,TE,Tyler,Tyler Warren,Warren,2.950000047683716,2,4300,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-109041,RB,Derik,Derik LeCaptain,LeCaptain,4.550000190734863,2,4300,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-103000,TE,Tyler,Tyler Fromm,Fromm,1.6666666666666667,3,4300,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-135802,WR,Steven,Steven McBride,McBride,1.2333333492279053,3,4300,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-89891,TE,Donta,Donta Anthony Jr.,Anthony Jr.,0.8500000238418579,2,4300,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-128803,WR,Jaden,Jaden Dottin,Dottin,2.4000000953674316,1,4300,PSU@MICH,PSU,MICH,O,Undisclosed,,,,WR/Super FLEX
81856-158519,QB,Davis,Davis Warren,Warren,1.9500000476837158,2,4300,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-152390,WR,Jaylen,Jaylen Jones,Jones,2.700000047683716,1,4300,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-114570,RB,Leon,Leon Franklin,Franklin,4.550000190734863,2,4300,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-103378,TE,Erick,Erick All,All,1.6999999682108562,3,4300,PSU@MICH,MICH,PSU,O,Undisclosed,,,,WR/Super FLEX
81856-103383,WR,Mike,Mike Sainristil,Sainristil,3.861538520226112,13,4300,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-86005,TE,Drake,Drake De Iuliis,De Iuliis,1.4500000476837158,2,4300,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-152677,RB,Jordan,Jordan Nubin,Nubin,1.149999976158142,2,4200,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-95363,WR,Zach,Zach Peterson,Peterson,5.349999904632568,2,4200,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-155781,WR,Jacolby,Jacolby George,George,5.599999904632568,1,4200,MIA@VT,MIA,VT,D,Thumb,,,,WR/Super FLEX
81856-153778,RB,Jon-Luke,Jon-Luke Peaker,Peaker,3.0999999046325684,4,4200,ODU@CCU,ODU,CCU,,,,,,RB/Super FLEX
81856-151731,WR,Agiye,Agiye Hall,Hall,1.2000000476837158,1,4200,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-133317,WR,J.J.,J.J. Hester,Hester,1.7999999523162842,1,4200,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-129242,WR,Marquez,Marquez Bell,Bell,1,1,4200,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-168180,TE,Kaden,Kaden Helms,Helms,0.8999999761581421,1,4200,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-137499,RB,Bobo,Bobo Miller,Miller,1.100000023841858,1,4200,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-136612,RB,Braydon,Braydon Bennett,Bennett,10.133333206176758,12,4200,ODU@CCU,CCU,ODU,O,Undisclosed,,,,RB/Super FLEX
81856-91568,TE,Luke,Luke Ford,Ford,1.4500000476837158,2,4200,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-88587,WR,Miles,Miles Battle,Battle,1.850000023841858,2,4200,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-158238,WR,Miles,Miles Scott,Scott,0.5,2,4200,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-128558,QB,Zachary,Zachary Stevens,Stevens,4.199999809265137,1,4200,ODU@CCU,CCU,ODU,,,,,,QB/Super FLEX
81856-85632,RB,Jared,Jared Rus,Rus,2.5,2,4200,ISU@TEX,ISU,TEX,,,,,,RB/Super FLEX
81856-166584,WR,Darrius,Darrius Clemons,Clemons,1.2000000476837158,1,4200,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-166588,TE,Colston,Colston Loveland,Loveland,1.7666667302449544,3,4200,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-176851,QB,Brandon,Brandon Mann,Mann,0.2800000011920929,1,4200,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-109302,WR,Deon,Deon Fountain,Fountain,3.5999999046325684,1,4200,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-109311,WR,Aaron,Aaron Bedgood,Bedgood,-0.10000000149011612,1,4200,ODU@CCU,CCU,ODU,O,Undisclosed,,,,WR/Super FLEX
81856-89866,RB,Lucious,Lucious Stanley,Stanley,2.7833334604899087,12,4200,MIA@VT,MIA,VT,,,,,,RB/Super FLEX
81856-170777,RB,Damari,Damari Alston,Alston,1.3666666348775227,3,4200,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-110376,TE,Jahleel,Jahleel Billingsley,Billingsley,5.600000169542101,9,4200,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-138048,WR,Will,Will Rolapp,Rolapp,3.0999999046325684,1,4200,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-154500,QB,Ashton,Ashton Cook,Cook,1.2799999713897705,1,4200,ISU@TEX,ISU,TEX,,,,,,QB/Super FLEX
81856-166801,RB,Jaydon,Jaydon Blue,Blue,0.8500000238418579,2,4200,ISU@TEX,TEX,ISU,,,,,,RB/Super FLEX
81856-114590,RB,Danny,Danny Hughes,Hughes,1.75,2,4200,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-155549,RB,Josh,Josh McCray,McCray,4.800000190734863,1,4200,MINN@ILL,ILL,MINN,Q,Knee,,,,RB/Super FLEX
81856-156602,WR,Tar'Varish,Tar'Varish Dawson Jr.,Dawson Jr.,3.0999999046325684,1,4200,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-166894,WR,Omari,Omari Evans,Evans,10,1,4200,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-155629,TE,Khalil,Khalil Dinkins,Dinkins,9.300000190734863,1,4200,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-152571,RB,Tavierre,Tavierre Dunlap,Dunlap,0.9000000158945719,3,4200,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-152669,TE,Jameson,Jameson Geers,Geers,2.200000047683716,1,4100,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-103576,WR,Marquis,Marquis Wilson,Wilson,0,1,4100,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-167097,QB,Jacurri,Jacurri Brown,Brown,,,4100,MIA@VT,MIA,VT,,,,,,QB/Super FLEX
81856-166087,WR,Greg,Greg Gaines III,Gaines III,0.699999988079071,1,4100,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-166088,RB,Cartevious,Cartevious Norton,Norton,0.10000000149011612,1,4100,ISU@TEX,ISU,TEX,,,,,,RB/Super FLEX
81856-174294,WR,Savion,Savion Red,Red,1,1,4100,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-129257,WR,Troy,Troy Omeire,Omeire,1.399999976158142,1,4100,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-174313,WR,Gabe,Gabe Sulser,Sulser,2,1,4100,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-168173,WR,Jayden,Jayden Gibson,Gibson,1.7000000476837158,1,4100,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-91381,RB,Michael,Michael Barrett,Barrett,0.10000000397364299,3,4100,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-91414,WR,Carter,Carter Selzer,Selzer,0.550000011920929,2,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-174392,RB,Gavin,Gavin Sawchuk,Sawchuk,0.5,1,4100,KU@OU,OU,KU,,,,,,RB/Super FLEX
81856-102730,QB,Kinkead,Kinkead Dent,Dent,0.07999999821186066,1,4100,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-137559,WR,Trevon,Trevon West,West,0,1,4100,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-137562,TE,Jackson,Jackson Sumlin,Sumlin,1.100000023841858,1,4100,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-158157,RB,Sean,Sean Jackson,Jackson,-2,1,4100,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-112093,WR,Braxton,Braxton Collins,Collins,,,4100,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-88572,RB,Isaiah,Isaiah Woullard,Woullard,0.10000000149011612,1,4100,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-129557,RB,Isaiah,Isaiah Cashwell,Cashwell,1.5,1,4100,MIA@VT,MIA,VT,,,,,,RB/Super FLEX
81856-154177,QB,Ty,Ty Lyles,Lyles,-2.4000000953674316,1,4100,ODU@CCU,CCU,ODU,,,,,,QB/Super FLEX
81856-152151,TE,Juan,Juan Davis,Davis,0.4000000059604645,2,4100,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-102998,TE,Luke,Luke Deal,Deal,0.6000000238418579,1,4100,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-167555,RB,Bryce,Bryce Duke,Duke,0.800000011920929,2,4100,MIA@VT,VT,MIA,,,,,,RB/Super FLEX
81856-137862,TE,Brandon,Brandon Frazier,Frazier,1.2000000476837158,1,4100,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-135821,WR,Malik,Malik Johnson,Johnson,1.399999976158142,1,4100,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-166586,WR,Tyler,Tyler Morris,Morris,1.399999976158142,1,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-166589,WR,Amorion,Amorion Walker,Walker,0.8999999761581421,1,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-171724,WR,De'Andre,De'Andre Coleman,Coleman,-1.5,1,4100,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-172802,RB,Max,Max Grand,Grand,1,1,4100,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-155408,WR,Keli,Keli Lawson,Lawson,1.100000023841858,1,4100,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-154406,WR,Qua,Qua Davis,Davis,0.699999988079071,1,4100,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-128808,RB,Tank,Tank Smith,Smith,2.0999999046325684,1,4100,PSU@MICH,PSU,MICH,,,,,,RB/Super FLEX
81856-89898,RB,Matt,Matt Geiger,Geiger,0.6000000238418579,1,4100,ODU@CCU,ODU,CCU,,,,,,RB/Super FLEX
81856-144173,WR,Douglas,Douglas Emilien,Emilien,1.600000023841858,1,4100,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-138039,TE,Matthew,Matthew Hibner,Hibner,1.25,2,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-158517,WR,Peyton,Peyton O'Leary,O'Leary,0.8999999761581421,1,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-166791,RB,Henry,Henry Donohue,Donohue,0.6000000238418579,1,4100,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-85911,RB,Preston,Preston Jelen,Jelen,0.699999988079071,1,4100,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-114584,QB,Andy,Andy Maddox,Maddox,0.1599999964237213,1,4100,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-114586,WR,Hunter,Hunter Neff,Neff,1.2999999523162842,1,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-156597,RB,Jordon,Jordon Ingram,Ingram,0.800000011920929,1,4100,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-90041,RB,Chase,Chase Hayden,Hayden,1.933333396911621,3,4100,MINN@ILL,ILL,MINN,,,,,,RB/Super FLEX
81856-111552,WR,Damon,Damon Smith,Smith,0.5,1,4100,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-156641,RB,Tariq,Tariq Sims,Sims,2,3,4100,ODU@CCU,ODU,CCU,,,,,,RB/Super FLEX
81856-152572,WR,Cristian,Cristian Dixon,Dixon,1.2000000476837158,1,4100,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-167946,TE,Troy,Troy Dela Vega,Dela Vega,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-97293,QB,Barton,Barton Lester,Lester,3,2,4000,AUB@MISS,AUB,MISS,,,,,,QB/Super FLEX
81856-176146,QB,Ethan,Ethan Vasko,Vasko,,,4000,KU@OU,KU,OU,,,,,,QB/Super FLEX
81856-176150,WR,Cole,Cole Rhoden,Rhoden,,,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-111636,WR,Craig,Craig Young,Young,,,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-110617,WR,Isaiah,Isaiah Neyor,Neyor,15.19999972256747,11,4000,ISU@TEX,TEX,ISU,O,Knee,,,,WR/Super FLEX
81856-176154,WR,Quinton,Quinton Conley,Conley,,,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-176155,QB,Kai,Kai Kunz,Kunz,,,4000,KU@OU,KU,OU,,,,,,QB/Super FLEX
81856-138285,WR,Dallan,Dallan Wright,Wright,,,4000,MIA@VT,VT,MIA,O,Undisclosed,,,,WR/Super FLEX
81856-179250,WR,Griffin,Griffin Koch,Koch,,,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-159795,WR,Nasir,Nasir Kemper,Kemper,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-179251,RB,Tylan,Tylan Alejos,Alejos,,,4000,KU@OU,KU,OU,,,,,,RB/Super FLEX
81856-138289,TE,Wilfried,Wilfried Pene,Pene,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-110645,WR,Darien,Darien Porter,Porter,0,1,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-159797,TE,Dimitri,Dimitri Georgiadis,Georgiadis,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-139324,RB,Justin,Justin Jones,Jones,,,4000,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-170048,TE,Frank,Frank Bierman,Bierman,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-170057,RB,Devon,Devon Perry,Perry,,,4000,MIA@VT,MIA,VT,,,,,,RB/Super FLEX
81856-170071,WR,Austin,Austin Morphis,Morphis,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-170072,TE,Salathiel,Salathiel Hemphill,Hemphill,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-170073,TE,Matt,Matt Ware,Ware,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-171105,WR,Jason,Jason Essex,Essex,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-111720,TE,Ty,Ty Eller,Eller,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-152685,WR,Dino,Dino Kaliakmanis,Kaliakmanis,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-115825,QB,Brendon,Brendon Clark,Clark,,,4000,ODU@CCU,ODU,CCU,,,,,,QB/Super FLEX
81856-139381,TE,Cody,Cody Duncan,Duncan,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-155782,TE,Kahlil,Kahlil Brantley,Brantley,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-178311,WR,Latrell,Latrell Sutton,Sutton,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-176268,WR,Jake,Jake Spencer,Spencer,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-173206,TE,DJ,DJ Ruff,Ruff,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-129174,WR,Noah,Noah Robinson,Robinson,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-179349,RB,Terrell,Terrell Walden II,Walden II,,,4000,MIA@VT,MIA,VT,,,,,,RB/Super FLEX
81856-173210,WR,Mac,Mac Owen,Owen,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-173211,TE,Trace,Trace Campbell,Campbell,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-173209,TE,Kyirin,Kyirin Heath,Heath,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-168094,TE,Spencer,Spencer Alvarez,Alvarez,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-168092,WR,Ike,Ike White,White,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-173218,QB,Braden,Braden Waterman,Waterman,,,4000,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-168099,RB,Zach,Zach Evans,Evans,,,4000,MINN@ILL,MINN,ILL,Q,Leg,,,,RB/Super FLEX
81856-173223,WR,Jaron,Jaron Willis,Willis,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-173224,TE,Landon,Landon Thomason,Thomason,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-164009,WR,Jan,Jan Mahlert,Mahlert,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-173228,QB,Davin,Davin Wydner,Wydner,,,4000,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-112820,WR,Jahre,Jahre Fish,Fish,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-140472,WR,Eddie,Eddie Ozycz,Ozycz,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-167102,QB,Aaron,Aaron Howard,Howard,,,4000,MIA@VT,MIA,VT,,,,,,QB/Super FLEX
81856-167104,WR,Josh,Josh Murillo,Murillo,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-166091,QB,Rocco,Rocco Becht,Becht,0.20000000298023224,1,4000,ISU@TEX,ISU,TEX,,,,,,QB/Super FLEX
81856-87249,WR,Conner,Conner McCarthy,McCarthy,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-174293,TE,Myles,Myles Hill,Hill,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-151770,TE,Landen,Landen King,King,2.9000000953674316,1,4000,AUB@MISS,AUB,MISS,O,Not injury related,,,,WR/Super FLEX
81856-174297,RB,Colin,Colin Page,Page,,,4000,ISU@TEX,TEX,ISU,,,,,,RB/Super FLEX
81856-174303,WR,Quinn,Quinn Merritt,Merritt,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-167133,WR,Jason,Jason Estrella,Estrella,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-167138,TE,Evan,Evan Clark,Clark,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-167139,TE,Benjamin,Benjamin Knapp,Knapp,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-174304,WR,Remy,Remy Patson,Patson,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-174311,RB,Ky,Ky Woods,Woods,,,4000,ISU@TEX,TEX,ISU,,,,,,RB/Super FLEX
81856-174309,WR,Reece,Reece Beauchamp,Beauchamp,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-174314,QB,Joe,Joe Tatum,Tatum,,,4000,ISU@TEX,TEX,ISU,,,,,,QB/Super FLEX
81856-168175,TE,Jason,Jason Llewellyn,Llewellyn,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-168176,WR,Nic,Nic Anderson,Anderson,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-120055,QB,Jordan,Jordan Medley,Medley,,,4000,KU@OU,KU,OU,,,,,,QB/Super FLEX
81856-120054,TE,Will,Will Huggins,Huggins,,,4000,KU@OU,KU,OU,Q,Undisclosed,,,,WR/Super FLEX
81856-158969,QB,Cole,Cole Lourd,Lourd,,,4000,ISU@TEX,TEX,ISU,,,,,,QB/Super FLEX
81856-174329,WR,Brenen,Brenen Thompson,Thompson,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-112906,QB,Peyton,Peyton Matocha,Matocha,,,4000,MIA@VT,MIA,VT,,,,,,QB/Super FLEX
81856-173321,TE,Nathan,Nathan Jones,Jones,,,4000,MINN@ILL,MINN,ILL,Q,Undisclosed,,,,WR/Super FLEX
81856-171287,WR,Carson,Carson Brown,Brown,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-137493,WR,Marc,Marc Britt II,Britt II,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-171290,TE,Jack,Jack Bjorn,Bjorn,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-137496,RB,Urriah,Urriah Shephard,Shephard,,,4000,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-171288,WR,Quaron,Quaron Adams,Adams,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-120090,RB,Jaden,Jaden Knowles,Knowles,,,4000,KU@OU,OU,KU,,,,,,RB/Super FLEX
81856-171289,RB,Caden,Caden Kock,Kock,,,4000,ISU@TEX,ISU,TEX,,,,,,RB/Super FLEX
81856-171295,TE,Andrew,Andrew Keller,Keller,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-91425,WR,Ryan,Ryan Hayes,Hayes,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-166179,TE,Tevita,Tevita Noa,Noa,,,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-156960,WR,Adrian,Adrian Scott,Scott,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-171300,TE,Gabe,Gabe Burkle,Burkle,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-137509,WR,Lex,Lex Boucvalt,Boucvalt,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-171301,WR,Tyler,Tyler Claiborne,Claiborne,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-174379,WR,Dallas,Dallas Dudley,Dudley,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
