Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Luteru Fedler (23786936),Luteru Fedler,23786936,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,J.J. Jones III (23786939),J.J. Jones III,23786939,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,3.82
WR,Chris Bellamy (23786951),Chris Bellamy,23786951,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Justice Powers (23786978),Justice Powers,23786978,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,5.45
WR,Lawrence Dixon (23787002),Lawrence Dixon,23787002,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0.28
WR,Jeremiah Gradowitz (23787023),Jeremiah Gradowitz,23787023,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Dazure Paggett (23787026),Dazure Paggett,23787026,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Nick Vargas (23787038),Nick Vargas,23787038,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Victor Snow (23787041),Victor Snow,23787041,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Kola Babalola (23787044),Kola Babalola,23787044,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Tyler Clark (23787068),Tyler Clark,23787068,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Elijah Barclay (23787074),Elijah Barclay,23787074,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Marquis Ashley (23787077),Marquis Ashley,23787077,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Keenan Speer-Johnson (23787089),Keenan Speer-Johnson,23787089,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Lucas Prendergrast (23787104),Lucas Prendergrast,23787104,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NEV,0
WR,Jalyne McFall (23787224),Jalyne McFall,23787224,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Tevis Abraham Jr. (23787227),Tevis Abraham Jr.,23787227,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Daniel Redmond (23787230),Daniel Redmond,23787230,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Jonathan Brady (23787233),Jonathan Brady,23787233,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Bryce Childress (23787236),Bryce Childress,23787236,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Sol Rascon (23787239),Sol Rascon,23787239,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Jordin Parker (23787242),Jordin Parker,23787242,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Ta'ir Brooks (23787245),Ta'ir Brooks,23787245,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Erik Cueto (23787248),Erik Cueto,23787248,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Ron Vann (23787251),Ron Vann,23787251,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,1.6
WR,Ethan Singleton (23787254),Ethan Singleton,23787254,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Ivan Avina (23787257),Ivan Avina,23787257,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
WR,Braxton McDonald (23787260),Braxton McDonald,23787260,WR/FLEX/S-FLEX,3000,NEV@NMST 08/27/2022 10:00PM ET,NMST,0
RB,Chavon McEachern (23786396),Chavon McEachern,23786396,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,5.88
RB,Chavion Smith (23786414),Chavion Smith,23786414,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,1.3
RB,Kelvin Dean Jr. (23786423),Kelvin Dean Jr.,23786423,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,4.53
RB,Henry Rutledge (23786432),Henry Rutledge,23786432,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0.4
RB,Keegan Williams (23786441),Keegan Williams,23786441,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
RB,Hahsaun Wilson (23786450),Hahsaun Wilson,23786450,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
RB,Zuberi Mobley (23786453),Zuberi Mobley,23786453,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,3.5
RB,Jaylen Donaldson (23786507),Jaylen Donaldson,23786507,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
RB,Micah Bell (23786510),Micah Bell,23786510,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
RB,Johnny Martin III (23786519),Johnny Martin III,23786519,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
RB,Marquish Seabon (23786552),Marquish Seabon,23786552,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
RB,Robert Armes (23786555),Robert Armes,23786555,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
RB,Jonathan Francois (23786558),Jonathan Francois,23786558,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
RB,Keyvon Walker (23786561),Keyvon Walker,23786561,RB/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Eugene Minter Jr. (23786825),Eugene Minter Jr.,23786825,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,9.67
WR,Adam Boselli (23786831),Adam Boselli,23786831,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Colin Weber (23786834),Colin Weber,23786834,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0.8
WR,Jake Clemons (23786843),Jake Clemons,23786843,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,4.43
WR,Carter Boatwright (23786846),Carter Boatwright,23786846,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Bryce Kennon (23786852),Bryce Kennon,23786852,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,2.5
WR,Jaylan Williams (23786879),Jaylan Williams,23786879,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Jake McTaggart (23786891),Jake McTaggart,23786891,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Lucas Luft (23786918),Lucas Luft,23786918,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Jacob Pasley (23786921),Jacob Pasley,23786921,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,BJ Alexander (23786957),BJ Alexander,23786957,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Quinton Patten (23786963),Quinton Patten,23786963,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Kendric Blake Jr. (23786975),Kendric Blake Jr.,23786975,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Tony Johnson (23787008),Tony Johnson,23787008,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Nolan Groulx (23787029),Nolan Groulx,23787029,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Trey Blount (23787032),Trey Blount,23787032,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Charlie C.C. Fish (23787035),Charlie C.C. Fish,23787035,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Roger Walters (23787062),Roger Walters,23787062,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Tre' Goode (23787065),Tre' Goode,23787065,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Freddie Felton III (23787080),Freddie Felton III,23787080,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Devin Pellom (23787086),Devin Pellom,23787086,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Jack Reynolds (23787101),Jack Reynolds,23787101,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Xander Lamb (23787110),Xander Lamb,23787110,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Andre Francois (23787131),Andre Francois,23787131,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Reggie Givhan III (23787134),Reggie Givhan III,23787134,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Sean Brown (23787149),Sean Brown,23787149,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Elisha Edwards (23787152),Elisha Edwards,23787152,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Bryce Parker (23787155),Bryce Parker,23787155,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,CHAR,0
WR,Wyatt Sullivan (23787197),Wyatt Sullivan,23787197,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Jordan Campbell (23787200),Jordan Campbell,23787200,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,William Ford (23787203),William Ford,23787203,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Donovan Giles (23787206),Donovan Giles,23787206,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Jymetre Hester (23787209),Jymetre Hester,23787209,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Omari Hayes (23787212),Omari Hayes,23787212,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Kobe Stewart (23787215),Kobe Stewart,23787215,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,Jayshon Platt (23787218),Jayshon Platt,23787218,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
WR,A'ceon Cobb (23787221),A'ceon Cobb,23787221,WR/FLEX/S-FLEX,3000,CHAR@FAU 08/27/2022 07:00PM ET,FAU,0
RB,Willie Eldridge (23786402),Willie Eldridge,23786402,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,5.1
RB,Ayo Adeyi (23786411),Ayo Adeyi,23786411,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,8.69
RB,James Tupou (23786426),James Tupou,23786426,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,1.12
RB,Michael Young (23786447),Michael Young,23786447,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
RB,Daviawn Bishop (23786462),Daviawn Bishop,23786462,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
RB,Preston Landis (23786465),Preston Landis,23786465,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
RB,Qualon Farrar (23786483),Qualon Farrar,23786483,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
RB,Quincy Kemp (23786489),Quincy Kemp,23786489,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
RB,BK Jackson (23786495),BK Jackson,23786495,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
RB,Jalen Joseph (23786537),Jalen Joseph,23786537,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,1.1
RB,Angel Gonzalez (23786540),Angel Gonzalez,23786540,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
RB,Torrance Burgess Jr. (23786543),Torrance Burgess Jr.,23786543,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
RB,Zachary Essih (23786546),Zachary Essih,23786546,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
RB,Cartraven Walker (23786549),Cartraven Walker,23786549,RB/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Var'Keyes Gumms (23786789),Var'Keyes Gumms,23786789,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Luke Soto (23786798),Luke Soto,23786798,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Asher Alberding (23786801),Asher Alberding,23786801,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Devon Daich (23786810),Devon Daich,23786810,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Christian Lee (23786819),Christian Lee,23786819,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Xzavior Kautai (23786822),Xzavior Kautai,23786822,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Zac Farris (23786894),Zac Farris,23786894,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Luke Seib (23786897),Luke Seib,23786897,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Juan Camacho Jr. (23786900),Juan Camacho Jr.,23786900,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Jacob Trim (23786903),Jacob Trim,23786903,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Samuel Mikaele (23786906),Samuel Mikaele,23786906,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Wyatt Dyer (23786909),Wyatt Dyer,23786909,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Julian Lopez (23786912),Julian Lopez,23786912,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Rashad Beecham (23786915),Rashad Beecham,23786915,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,1.7
WR,Lucas Flores (23786954),Lucas Flores,23786954,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Latrell Neville (23786960),Latrell Neville,23786960,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Khatib Lyles (23786972),Khatib Lyles,23786972,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,4.93
WR,Dorian Morris (23786984),Dorian Morris,23786984,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Caleb Johnson (23786987),Caleb Johnson,23786987,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Evan Greene (23786990),Evan Greene,23786990,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Zhighlil McMillan (23786993),Zhighlil McMillan,23786993,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,2
WR,Damon Ward (23786996),Damon Ward,23786996,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,8.01
WR,Josh Farr (23786999),Josh Farr,23786999,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Jordan Smart (23787092),Jordan Smart,23787092,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Caden Park (23787098),Caden Park,23787098,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Richard Rocquemore (23787125),Richard Rocquemore,23787125,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Dorian Windley (23787137),Dorian Windley,23787137,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Luke Rossley (23787140),Luke Rossley,23787140,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Jake Cook (23787161),Jake Cook,23787161,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UNT,0
WR,Ryan Gonzales (23787167),Ryan Gonzales,23787167,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Mister Chavis (23787170),Mister Chavis,23787170,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Kyle McNamara (23787173),Kyle McNamara,23787173,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Marcus Bellon (23787176),Marcus Bellon,23787176,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Khalil Warfield (23787179),Khalil Warfield,23787179,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Emari White (23787182),Emari White,23787182,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Penny Baker (23787185),Penny Baker,23787185,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Jonathan Patrick Jr. (23787188),Jonathan Patrick Jr.,23787188,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Jaylen Davis (23787191),Jaylen Davis,23787191,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
WR,Mike Malewitz (23787194),Mike Malewitz,23787194,WR/FLEX/S-FLEX,3000,UNT@UTEP 08/27/2022 09:00PM ET,UTEP,0
